Index,Word,Meaning,Synonyms,Conjugation,Searched,Unnamed: 6,,,,,,
192,ajua,"mchezo unaochezwa na watu wawili wakikabiliana mbele ya ubao uliotobolewa mashimo juu yake, ambapo kete, komwe, kokoto au namu hutumbukizwa na kusambazwa kwa mujibu wa kanuni za mchezo huu | neno linalotumika kwenye mchezo wa karata pale mtu anaposahau ku",bao,,,Edit Word Delete Word Create a Question,,,,,,
193,ajua,"tamko la kutaka kurudiwa kwa jambo, baada ya mtendaji wa kwanza kutoridhisha",,,,Edit Word Delete Word Create a Question,,,,,,
194,ajuadi,"iliyo mashuhuri, iliyo maarufu sana, -enye heshima kubwa",,,,Edit Word Delete Word Create a Question,,,,,,
195,ajuza,mtu wa jinsi ya kike aliyezeeka sana,"bikizee, bibi kizee, bibi kikongwe",,,Edit Word Delete Word Create a Question,,,,,,
196,ajwari,kauli inayotolewa na mcheza karata kumwambia mshindani wake pale anaposahau kula mlo wa karata aliostahili kula,,,,Edit Word Delete Word Create a Question,,,,,,
197,aka,"jenga kwa mawe au matofali | jenga ua kwa miti, matofali, mawe au miba",,"akisha, akika, akwa",,Edit Word Delete Word Create a Question,,,,,,
198,aka!,"neno linalotoa ishara ya kukataa jambo, mshangao wa kukataa",,,,Edit Word Delete Word Create a Question,,,,,,
199,aka!,neno linalotoa ishara ya kushtuka,,,,Edit Word Delete Word Create a Question,,,,,,
200,akademia,mazingira ya elimu na utaalamu,,,,Edit Word Delete Word Create a Question,,,,,,
201,akali,"uhaba wa vitu, hali ya kuwa chache au ndogo kwa idadi : Kwa akali, kisima hiki kitachukua siku mbili kuchimbwa.",,,,Edit Word Delete Word Create a Question,,,,,,
202,akania,tumia hatamu kuongozea farasi,,"akanika, akanisha, akaniwa",,Edit Word Delete Word Create a Question,,,,,,
203,akania,kamba ya kuongozea farasi,"hatamu, lijamuu",,,Edit Word Delete Word Create a Question,,,,,,
204,akari,kileo kikali,,,,Edit Word Delete Word Create a Question,,,,,,
205,akaunti,akiba inayowekwa benki kwa utaratibu ambao benki na mteja hukubaliana : akaunti ya akiba , akaunti ya hundi.,,,,Edit Word Delete Word Create a Question,,,,,
207,akhera,mahali panapoaminiwa kuwa ndiko roho za wafu zinakoenda | maskani ya roho za wanadamu baada ya mauti,kuzimu,,,Edit Word Delete Word Create a Question,,,,,,
208,akhi,ndugu,"rafiki, mwenzi, sahibu, bui",,,Edit Word Delete Word Create a Question,,,,,,
209,akhiyari,watu wema,,,,Edit Word Delete Word Create a Question,,,,,,
210,akhiyari,iliyo katika kiwango cha juu cha ubora au uzuri,,,,Edit Word Delete Word Create a Question,,,,,,
211,akia,meza kwa pupa,"bwakia, gugumia, fakamia","akilia, akika, akisha, akiwa",,Edit Word Delete Word Create a Question,,,,,,
212,akiba,kitu kilichowekwa ili kitumike baadaye,,,,Edit Word Delete Word Create a Question,,,,,,
213,akida,kiongozi au kamanda hususan wa jeshi | msaidizi wa mkuu wa wilaya katika enzi za ukoloni,,,,Edit Word Delete Word Create a Question,,,,,,
214,akidi,"tosheleza, fikia idadi inayotakiwa | kamilisha, fikia mwisho | iga saini au maandishi ya mtu mwingine","maliza, ghushi","akidia, akidika, akidisha",,Edit Word Delete Word Create a Question,,,,,,
215,akidi,tendo la kufunga ndoa,,,,Edit Word Delete Word Create a Question,,,,,,
216,akidi,idadi ya wajumbe wa mkutano inayohitajika ili kikao kiwe halali au uamuzi kutolewa,,,,Edit Word Delete Word Create a Question,,,,,,
217,akidu,mfanyakazi wa maktaba,,,,Edit Word Delete Word Create a Question,,,,,,
218,akifia,toa msaada wa mali au pesa,,"akifiana, akifisha, akifika, akifiwa",,Edit Word Delete Word Create a Question,,,,,,
219,akifisha,zuia mtu asifanye jambo,komesha,,,Edit Word Delete Word Create a Question,,,,,,
220,akika,"karamu anayofanyiwa mtoto aliyetimiza siku nane baada ya kukatwa nywele kwa mara ya kwanza kwa kuchinja mbuzi, pia hufanywa baada ya mtoto kufa iwapo hakufanyiwa alipotimiza umri wa siku nane | mbuzi anayechinjwa kwa ajili ya karamu hiyo",,,,Edit Word Delete Word Create a Question,,,,,,
221,akiki,dua anayosomewa mtoto aliyefariki ambayo hakusomewa alipotimiza siku nane baada ya kuzaliwa,,,,Edit Word Delete Word Create a Question,,,,,,
222,akiki,aina mojawapo ya kito cha thamani chekundu sana kitiwacho kwenye pete,,,,Edit Word Delete Word Create a Question,,,,,,
223,akiki,bonde lililosababishwa na mmomonyoko wa ardhi wakati wa mvua,,,,Edit Word Delete Word Create a Question,,,,,,
224,akili,"uwezo wa mtu wa kujua kitu au jambo, -enye akili hodari, -enye akili timamu -sio na wazimu.","werevu, ujanja, maarifa",,,Edit Word Delete Word Create a Question,,,,,,
225,akilili,nyota tatu zilizopo katika picha ya nge,,,,Edit Word Delete Word Create a Question,,,,,,
226,akina,kundi la watu fulani : akina baba -> wanaume , : akina mama -> wanawake , : akina yahe -> watu wa kawaida,kina,,,Edit Word Delete Word Create a Question,,,,
227,akiolojia,elimu ya uchanganuzi wa kisayansi wa mabaki ya mimea na wanyama yaliyozikwa ardhini,,,,Edit Word Delete Word Create a Question,,,,,,
228,akisami,umbo au namba isiyo kamili. Mifano ya akisami:,"kipande, aria",,,Edit Word Delete Word Create a Question,,,,,,
229,akisi,"rudisha mwanga au sura ya kitu kama vile kioo kinavyorudisha mwanga au sura ya kitu | toa picha, dokezo, ishara au fununu kuhusu jambo fulani : Tabia yake inaakisi jambo lililotokea utotoni",,"akisia, akisiana, akisika, akisisha, akisiwa",,Edit Word Delete Word Create a Question,,,,,,
230,akraba,ndugu wa karibu,jamaa,,,Edit Word Delete Word Create a Question,,,,,,
231,akrabu,mshale unaoonyesha wakati katika saa : akrabu ya kuonyesha saa , akrabu ya kuonyesha dakika,,,,Edit Word Delete Word Create a Question,,,,,
232,akrabu,upande wa dira : akrabu Magharibi, akrabu Mashariki,,,,Edit Word Delete Word Create a Question,,,,,
233,akrama,"adhimu, -enye heshima",stahifu,,,Edit Word Delete Word Create a Question,,,,,,
234,akronimu,kifupisho cha maneno: BAKITA ni akronimu ya maneno Baraza la Kiswahili la Taifa.,,,,Edit Word Delete Word Create a Question,,,,,,
235,akselereta,"kichapuzi cha mwendokasi wa chombo kinachoendeshwa kwa injini kwa mfano gari, pikipiki, motaboti na kadhalika",,,,Edit Word Delete Word Create a Question,,,,,,
236,akthari,"idadi ya watu, wanyama, vitu na kadhalika iliyo kubwa : Akthari ya watu hawaelewi umuhimu wa kutunza mazingira. | mlimbiko wa watu, wanyama, vitu na kadhalika","wingi, mkusanyiko",,,Edit Word Delete Word Create a Question,,,,,,
237,akua,"gwia mtu au kitu mara moja | vamia | nyakua mali au vitu vya mwingine | fanya mashambulizi makali sana kwa maneno au kwa vifaa vingine, ama kwa kifaa fulani",,"akulia, akulika, akulisha, akuliwa, akuana",,Edit Word Delete Word Create a Question,,,,,,
238,akwami,umbo linaloonyesha wingi wa kaumu | vikundi vya mkusanyiko wa watu,,,,Edit Word Delete Word Create a Question,,,,,,
239,ala,"mfuko wa ngozi, nguo, majani na kadhalika wa kuhifadhia kisu, upanga au jambia | kifaa cha kufanyia kazi | chombo cha muziki : Ala ya muziki niliyonunua ni nzuri. Ala za kutamkia katika kinywa cha binadamu huwa nyingi.",uo,,,Edit Word Delete Word Create a Question,,,,,,
240,ala ala,neno litumikalo kutilia mkazo jambo kwa namna ya kukumbusha : Ala ala usisahau kazi yangu! | kwa uangalifu | sasa hivi : Fanya ala ala.,halahala,,,Edit Word Delete Word Create a Question,,,,,,
241,ala ya sauti,sehemu katika kinywa cha binadamu ambapo neno au sauti hutamkiwa,,,,Edit Word Delete Word Create a Question,,,,,,
242,ala!,neno linalotumika kuashiria mshangao au kushtuka,,,,Edit Word Delete Word Create a Question,,,,,,
243,ala!,"tamko linaloonyesha mshangao na karipio analotoa mtu baada ya kukerwa na hali asiyotarajia : Ala! Nimekuita, mbona huji? (karipio) Nimesema toka hapa, ala! (karipio)",,,,Edit Word Delete Word Create a Question,,,,,,
244,alaa,neno linalotumika kuashiria kuelewa kitu au jambo : Alaa! Kumbe toroli ni kigari cha kusukumwa.,,,,Edit Word Delete Word Create a Question,,,,,,
245,alaa,"kwa hali yoyote, kwa namna yoyote",,,,Edit Word Delete Word Create a Question,,,,,,
246,alaka,hali ya watu kuelewana vizuri | shida inayotokana na tendo alilofanya au alilofanyiwa mtu,,,,Edit Word Delete Word Create a Question,,,,,,
247,alama,mchoro unaoonyesha ishara fulani : alama ya mguu , alama ya barabarani, alama ya kidole gumba, alama ya kuuliza | maksi moja au zaidi anazotuzwa mtahiniwa baada ya jaribio au shindano : Alama alizotuzwa kwenye mtihani hazikumfurahisha.,,,,Edit Word Delete Word Create a Question,,,
248,alamina,viumbe wote kwa pamoja : Mola ndiye mmiliki wa alamina ulimwenguni. viumbe wote kwa pamoja: Mola ndiye mmiliki wa alamina ulimwenguni.,,,,Edit Word Delete Word Create a Question,,,,,,
249,alamsiki,salamu ya kuagana inayotumika wakati wa usiku , usiku mwema!,,,,Edit Word Delete Word Create a Question,,,,,
250,alamu,"chombo au kitu kinachotahadharisha, beramu ya kutahadhari au hatari",,,,Edit Word Delete Word Create a Question,,,,,,
251,alamu,sauti inayotolewa na vyombo vya kutoa hadhari,,,,Edit Word Delete Word Create a Question,,,,,,
252,alasiri,muda baina ya saa nane jioni na saa kumi na moja jioni | kipindi cha swala ya Waislamu baina ya saa tisa na kumi na mbili jioni,,,,Edit Word Delete Word Create a Question,,,,,,
253,alau,japo,"ingawa, hata kama, angaa, hata, lau",,,Edit Word Delete Word Create a Question,,,,,,
254,albaki,"kitu kilichobakia, kitu kilichosalia","salio, bakaa",,,Edit Word Delete Word Create a Question,,,,,,
255,albamu,"kitabu cha kuhifadhia picha | ng''amba nyembamba na bapa iliyorekodiwa nyimbo au kazi nyingine zaidi, ambayo hutoa sauti inapotiwa kwenye santuri au plea; sahani ya santuri za mwimbaji mmoja au waimbaji wengi walioshirikiana pamoja",sidii,,,Edit Word Delete Word Create a Question,,,,,,
256,albino,mtu au mnyama ambaye nywele na ngozi yake haina rangi kamili na macho hayawezi kuvumilia jua : Serikali zote duniani zinafaa kuwa na sheria za kuwalinda albino dhidi ya ubaguzi.,zeruzeru,,,Edit Word Delete Word Create a Question,,,,,,
257,aleikum salaam,ninyi nyote: : Wa aleikum salaam -> na kwenu nyinyi nyote iwe amani vivyo hivyo,,,,Edit Word Delete Word Create a Question,,,,,,
258,Aleluya,neno wanalotumia Wakristo katika kuonyesha furaha na shangwe kwa Mungu : Aleluya Kristo amezaliwa!,,,,Edit Word Delete Word Create a Question,,,,,,
259,alfa,mwanzo,,,,Edit Word Delete Word Create a Question,,,,,,
260,alfaalfa,mmea wenye maua ya rangi ya buluu unaotumiwa kulisha wanyama wa kufugwa na huliwa na watu kama mboga,,,,Edit Word Delete Word Create a Question,,,,,,
261,alfabeti,"mfuatano wa herufi zinazopangwa kwa utaratibu fulani wa lugha : alfabeti ya Kigiriki, alfabeti ya Kirumi",abjadi,,,Edit Word Delete Word Create a Question,,,,,,
262,alfafa,kitambaa cha pamba au kipande cha shashi afungwacho mtu aliyetahiriwa ili asijitoneshe,kizingatine,,,Edit Word Delete Word Create a Question,,,,,,
263,alfajiri,"muda mfupi kabla ya jua kuchomoza, muda wa baina ya kiza kinapotoweka na jua linapochomoza | swala inayoswaliwa muda huo na Waislamu",mapambazuko,,,Edit Word Delete Word Create a Question,,,,,,
264,alfeni,elfu mbili,,,,Edit Word Delete Word Create a Question,,,,,,
265,alfia,vazi rasmi lililovaliwa kichwani na madiwani hapo zamani,halfiya,,,Edit Word Delete Word Create a Question,,,,,,
266,alfu,"mia kumi, mia mara kumi",,,,Edit Word Delete Word Create a Question,,,,,,
267,Alhaji,mwanamume aliyehiji Makka,,,,Edit Word Delete Word Create a Question,,,,,,
268,Alhamdulilahi,"neno linalotumiwa hususan na Waislamu kumaanisha kila sifa njema ni za Mwenyezi Mungu | neno linalotumika kumshukuru Mungu baada ya kupata, kufanya au kupatwa na jambo lolote : Alhamdulilahi! Serikali imetuletea vitabu vya bure shuleni.",,,,Edit Word Delete Word Create a Question,,,,,,
269,Alhamisi,siku ya nne ya wiki kuanzia Jumatatu,,,,Edit Word Delete Word Create a Question,,,,,,
270,alhani,"badili sehemu ya kifaa cha muziki ili kifaa kiweze kutoa sauti iliyo sahihi kinapotumika : Kabla ya kupiga wimbo, Bw. Masengo alialhani gitaa lake. | rekebisha redio au televisheni ili ipokee taarifa vizuri | rekebisha kifaa fulani cha injini au gari ili",,,,Edit Word Delete Word Create a Question,,,,,,
271,alhani,"sauti ya ala au chombo cha muziki : Rekebisha alhani hii, upate inayosikika vizuri zaidi.",,,,Edit Word Delete Word Create a Question,,,,,,
272,alhasili,"kwa ufupi, kwa maneno machache | kama vile",,,,Edit Word Delete Word Create a Question,,,,,,
273,ali,jumla ya wana wa mtu | familia,"dhuria, watoto, wajukuu,aila, ayali",,,Edit Word Delete Word Create a Question,,,,,,
274,ali,-a kupendeza sana | tukufu,,,,Edit Word Delete Word Create a Question,,,,,,
275,alia,tia alama mwilini kwa kichapo,,"alilia, alilika, alilisha, alikwa",,Edit Word Delete Word Create a Question,,,,,,
276,alia,kausha samaki kwa jua | weka samaki kwa mpangilio juu ya nyalio kwenye chungu au sufuria,,"alilia, alilika, alilisha",,Edit Word Delete Word Create a Question,,,,,,
277,alifu,herufi ya mwanzo katika mfumo wa abjadi za Kiarabu,,,,Edit Word Delete Word Create a Question,,,,,,
278,alifu,andika kitabu,,,,Edit Word Delete Word Create a Question,,,,,,
279,alika,toa sauti ya kudata, toa sauti ya mfyatuko kama risasi : Alika vidole.,,"alikika, alikwa",,Edit Word Delete Word Create a Question,,,,,
280,alika,kijana aliyepitia mafunzo ya jando au unyago,,,,Edit Word Delete Word Create a Question,,,,,,
281,alika,tawisha mwari au dhibiti mgonjwa ndani ya nyumba,,"alikana, alikia, alikika, alikisha, alikwa",,Edit Word Delete Word Create a Question,,,,,,
282,alika,ita kwenye karamu au shughuli,,"alikana, alikia, alikika, alikisha, alikwa",,Edit Word Delete Word Create a Question,,,,,,
283,aliki,ning'iniza kitu,"tundika, angika","alikia, alikika, alikisha, alikwa",,Edit Word Delete Word Create a Question,,,,,,
284,alimradi,iwapo,"mradi, ilimradi",,,Edit Word Delete Word Create a Question,,,,,,
285,alimu,"mtu aliye mtaalamu, mweledi, bingwa na mbobezi wa taaluma fulani",,,,Edit Word Delete Word Create a Question,,,,,,
286,alisha,"sababisha ufa utokee | pasuka au fyatuka na kutoa sauti kali, kwa mbegu, risasi na kadhalika",,"alishia, alishika",,Edit Word Delete Word Create a Question,,,,,,
287,alizarini,rangi nyekundu inayopatikana kwenye mizizi ya mmea na hutumiwa kutengenezea rangi ya nguo,,,,Edit Word Delete Word Create a Question,,,,,,
288,alizeti,mmea wenye ua kubwa la rangi ya manjano lenye mbegu nyingi nyeusi katikati ambazo hutumiwa kutengenezea mafuta ya kupika : Mafuta ya alizeti hupendwa na watu wengi.,,,,Edit Word Delete Word Create a Question,,,,,,
289,aljebra,tawi la Hisabati ambalo hutumia alama na herufi kuwakilisha tarakimu,,,,Edit Word Delete Word Create a Question,,,,,,
290,alkemia,sayansi ya kutengeneza dhahabu,,,,Edit Word Delete Word Create a Question,,,,,,
291,Allah,Mungu : Allah aalamu -> Mungu ndiye mwenye kujua,,,,Edit Word Delete Word Create a Question,,,,,,
292,Allah Allah,tamko la kutilia mkazo ufanyikaji wa jambo : Halahala maagizo ya daktari yazingatie -> | kwa hadhari: : Halahala magari barabarani, -> jihadhari na magari barabarani,usisahau,,,Edit Word Delete Word Create a Question,,,,,
293,Allahuma!,Mungu awajalieni nyinyi,,,,Edit Word Delete Word Create a Question,,,,,,
294,almanusura,karibu jambo fulani au kitu fulani kitokee, kwa bahati jambo fulani au kitu fulani hakikutokea,,,,Edit Word Delete Word Create a Question,,,,,
295,almari,"kabati lenye vyumba kama masanduku ya kuwekea nguo au vyombo | kisanduku kinachowekwa chini ya meza, mtoto wa meza",,,,Edit Word Delete Word Create a Question,,,,,,
296,almaria,darizi inayofumwa kwenye nguo kama pambo,,,,Edit Word Delete Word Create a Question,,,,,,
297,almasi,jiwe gumu la thamani lenye kaboni safi isiyokuwa na rangi na ambalo hutumiwa kukatia kioo,,,,Edit Word Delete Word Create a Question,,,,,,
299,alofoni,"fonimu inayotokea katika mazingira ya kiisimu ya fonimu nyingine bila ya kubadilisha maana : [l] ni alofoni ya [r], katika : balua -> badala ya : barua ; ledio -> badala ya : redio ; halaka -> badala ya : haraka ->",,,,Edit Word Delete Word Create a Question,,,,,,
300,aloi,"metali inayotengenezwa kwa mchanganyiko wa metali mbili au zaidi, au metali na dutu nyingine",,,,Edit Word Delete Word Create a Question,,,,,,
301,alomofu,umbo tofauti la mofimu moja kwa mfano [ki] na [ch] ni alomofu za mofimu ki,,,,Edit Word Delete Word Create a Question,,,,,,
302,aloo,neno linalotumika kumwita mtu,,,,Edit Word Delete Word Create a Question,,,,,,
303,Alpu,safu ya milima iliyo nchi ya Uswizi,,,,Edit Word Delete Word Create a Question,,,,,,
304,altaneta,kigeuzio umeme,,,,Edit Word Delete Word Create a Question,,,,,,
305,altare,meza ambayo hutumiwa na padri kutolea misa,madhabahu,,,Edit Word Delete Word Create a Question,,,,,,
306,altimeta,kifaa kilichomo ndani ya ndege kinachoonyesha urefu ambao ndege imepaa kutoka kwenye usawa wa bahari,,,,Edit Word Delete Word Create a Question,,,,,,
307,alumini,aina ya metali inayotumiwa kutengenezea vifaa vya matumizi ya nyumbani,,,,Edit Word Delete Word Create a Question,,,,,,
308,alumni,mtu ambaye alikuwa mwanafunzi katika shule au chuo fulani,,,,Edit Word Delete Word Create a Question,,,,,,
309,alwaridi,aina ya tarabizuna iliyotengenezwa kwa maua ya waridi,,,,Edit Word Delete Word Create a Question,,,,,,
310,alwatani,mwenyeji wa pahali fulani,,,,Edit Word Delete Word Create a Question,,,,,,
311,ama,"ambata kitu, unganisha vitu",,,,Edit Word Delete Word Create a Question,,,,,,
312,ama,"moja kati ya mawili : Hii ama ile? | neno la kuashiria kutilia mkazo kitu : Ama kweli!, ama siyo?, ama sivyo?",au,,,Edit Word Delete Word Create a Question,,,,,,
313,ama!,tamko analotoa mtu anaposhangaa,ala!,,,Edit Word Delete Word Create a Question,,,,,,
314,amaa,kauka kwa nguo ambayo imetoka kwenye maji,,"amalia, amalika",,Edit Word Delete Word Create a Question,,,,,,
315,amagedoni,(katika Agano Jipya) vita vya mwisho baina ya wema na uovu kabla ya Siku ya Kiyama | mgogoro wenye madhara makubwa,,,,Edit Word Delete Word Create a Question,,,,,,
316,amali,matendo mema | hirizi | sihiri | uchawi,ulozi,,,Edit Word Delete Word Create a Question,,,,,,
317,amali,kitendo | mazoea,kazi,,,Edit Word Delete Word Create a Question,,,,,,
318,amana,kitu anachopewa mtu na mtu mwingine ili amtunzie au amwekee | akiba | kitu cha thamani kubwa,,,,Edit Word Delete Word Create a Question,,,,,,
319,amani,"hali ya kutokuwapo vita, hali ya kutokuwapo machafuko yoyote : Watu wa Afrika Mashariki wanataka kuishi kwa amani.",salama,,,Edit Word Delete Word Create a Question,,,,,,
320,amania,tarajia kupata kitu, kuwa na mategemeo,"tumaini, tazamia","amaniana, amanika, amanisha, amaniwa",,Edit Word Delete Word Create a Question,,,,,
321,amara,"jambo la kufanya au kutekeleza kwa haraka, kazi kubwa | jambo analofanya mtu kama msaada : Kwa sababu ya amara tuliyokuwa nayo, tulitoka mapema.",,,,Edit Word Delete Word Create a Question,,,,,,
322,amari,kamba ya kufungia nanga,,,,Edit Word Delete Word Create a Question,,,,,,
323,amba,eleza jambo : Waambaje? Unasema nini? | zungumza habari za mtu mwingine bila mwenyewe kujua,"zungumza, sengenya",,,Edit Word Delete Word Create a Question,,,,,,
324,amba,inawezekana ndio hivyo,"huenda, labda, pengine",,,Edit Word Delete Word Create a Question,,,,,,
325,amba,tamko la kuonyesha usemi wa kukubaliana na jambo fulani,"hasa, ndio, sawa, sawasawa",,,Edit Word Delete Word Create a Question,,,,,,
326,amba-,kipashio kinachokaa mwanzoni mwa kishazi rejeshi kinachoambiliwa kipatanishi cha ngeli ya nomino inayozungumziwa : Watoto ambao hawajapata chanjo ya ugonjwa wa kupooza lazima waletwe ili wachanjwe.,,,,Edit Word Delete Word Create a Question,,,,,,
327,amba,ni kiambishi rejeshi cha kurejelea mtu au kitu. Hutumika katika kurejelea anayehusika au kinachohusika,,,,Edit Word Delete Word Create a Question,,,,,,
